username;Data;stories
ocupa_politica;27/5/2018-0:9;0
agoramovimento;27/5/2018-0:9;6
as_muitas;27/5/2018-0:10;2
bancadaativista;27/5/2018-0:10;0
renovabr;27/5/2018-0:10;1
midianinja;27/5/2018-0:10;9
342artes;27/5/2018-0:10;0
movimentosemterra;27/5/2018-0:10;0
movimentolutanosbairros;27/5/2018-0:10;1
uneoficial;27/5/2018-0:10;1
cutbrasil;27/5/2018-0:10;0
coletivojuntos;27/5/2018-0:10;6
movimentocorrenteza;27/5/2018-0:10;0
ujs_brasil;27/5/2018-0:10;17
ujr_brasil;27/5/2018-0:10;1
movimentoolga;27/5/2018-0:10;0
ubesoficial;27/5/2018-0:10;0
ujcbrasil;27/5/2018-0:10;0
rua_juventudeanticapitalista;27/5/2018-0:10;4
afronte.nacional;27/5/2018-0:10;0
contag;27/5/2018-0:10;0
portalgeledes;27/5/2018-0:10;0
marchamulheres;27/5/2018-0:10;0
naokahlo;27/5/2018-0:10;0
vemprarua_br;27/5/2018-0:10;0
revoltadoson;27/5/2018-0:10;0
estudantespelaliberdade;27/5/2018-0:10;0
mblivre;27/5/2018-0:10;1
movimentocontraacorrupcao;27/5/2018-0:10;0
nasruasbrasil;27/5/2018-0:10;0
luizinacioluladasilvaoficial;27/5/2018-0:10;0
fernandohaddadoficial;27/5/2018-0:10;0
cirogomes;27/5/2018-0:10;1
username;Data;stories
ocupa_politica;27/5/2018-0:11;0
agoramovimento;27/5/2018-0:11;6
as_muitas;27/5/2018-0:11;2
bancadaativista;27/5/2018-0:11;0
renovabr;27/5/2018-0:11;1
midianinja;27/5/2018-0:11;9
342artes;27/5/2018-0:11;0
movimentosemterra;27/5/2018-0:11;0
movimentolutanosbairros;27/5/2018-0:11;1
uneoficial;27/5/2018-0:11;1
cutbrasil;27/5/2018-0:11;0
coletivojuntos;27/5/2018-0:11;6
movimentocorrenteza;27/5/2018-0:11;0
ujs_brasil;27/5/2018-0:11;17
ujr_brasil;27/5/2018-0:11;1
movimentoolga;27/5/2018-0:11;0
ubesoficial;27/5/2018-0:11;0
ujcbrasil;27/5/2018-0:11;0
rua_juventudeanticapitalista;27/5/2018-0:11;4
username;Data;stories
ocupa_politica;27/5/2018-0:12;0
agoramovimento;27/5/2018-0:12;6
as_muitas;27/5/2018-0:12;2
bancadaativista;27/5/2018-0:12;0
renovabr;27/5/2018-0:12;1
midianinja;27/5/2018-0:12;9
342artes;27/5/2018-0:12;0
movimentosemterra;27/5/2018-0:12;0
username;Data;stories
ocupa_politica;27/5/2018-0:12;0
agoramovimento;27/5/2018-0:12;6
as_muitas;27/5/2018-0:12;2
bancadaativista;27/5/2018-0:12;0
renovabr;27/5/2018-0:12;1
midianinja;27/5/2018-0:12;9
342artes;27/5/2018-0:12;0
movimentosemterra;27/5/2018-0:12;0
movimentolutanosbairros;27/5/2018-0:12;1
uneoficial;27/5/2018-0:12;1
cutbrasil;27/5/2018-0:12;0
coletivojuntos;27/5/2018-0:12;6
movimentocorrenteza;27/5/2018-0:12;0
ujs_brasil;27/5/2018-0:12;17
ujr_brasil;27/5/2018-0:13;1
movimentoolga;27/5/2018-0:13;0
ubesoficial;27/5/2018-0:13;0
ujcbrasil;27/5/2018-0:13;0
rua_juventudeanticapitalista;27/5/2018-0:13;4
afronte.nacional;27/5/2018-0:13;0
contag;27/5/2018-0:13;0
portalgeledes;27/5/2018-0:13;0
marchamulheres;27/5/2018-0:13;0
naokahlo;27/5/2018-0:13;0
vemprarua_br;27/5/2018-0:13;0
revoltadoson;27/5/2018-0:13;0
estudantespelaliberdade;27/5/2018-0:13;0
mblivre;27/5/2018-0:13;1
movimentocontraacorrupcao;27/5/2018-0:13;0
nasruasbrasil;27/5/2018-0:13;0
luizinacioluladasilvaoficial;27/5/2018-0:13;0
fernandohaddadoficial;27/5/2018-0:13;0
cirogomes;27/5/2018-0:13;1
jdoriajr;27/5/2018-0:13;2
geraldoalckmin_;27/5/2018-0:13;0
jairmessiasbolsonaro;27/5/2018-0:13;0
micheltemer;27/5/2018-0:13;0
_marinasilva_;27/5/2018-0:13;0
levyfidelix28;27/5/2018-0:13;0
pastoreveraldo;27/5/2018-0:13;0
robertoljustus;27/5/2018-0:13;0
guilhermeboulos.oficial;27/5/2018-0:13;6
username;Data;stories
ocupa_politica;27/5/2018-0:15;0
agoramovimento;27/5/2018-0:15;6
as_muitas;27/5/2018-0:15;2
bancadaativista;27/5/2018-0:15;0
renovabr;27/5/2018-0:15;1
midianinja;27/5/2018-0:15;9
342artes;27/5/2018-0:15;0
movimentosemterra;27/5/2018-0:15;0
movimentolutanosbairros;27/5/2018-0:15;1
uneoficial;27/5/2018-0:15;1
cutbrasil;27/5/2018-0:15;0
coletivojuntos;27/5/2018-0:15;6
movimentocorrenteza;27/5/2018-0:15;0
